time,j0,j1,j2,j3,j4,j5,j6
0.002395153045654297,0.8285623043874126,0.6810078090817476,-0.889369222542263,1.488097589846799,-2.1290787461442022,1.2115541226770383,2.628458401433464
0.0030422210693359375,0.8285623043874126,0.6810078090817476,-0.889369222542263,1.488097589846799,-2.1290787461442022,1.2115541226770383,2.628458401433464
0.003226041793823242,0.8285623043874126,0.6810078090817476,-0.889369222542263,1.488097589846799,-2.1290787461442022,1.2115541226770383,2.628458401433464
0.003365039825439453,0.8285623043874126,0.6810078090817476,-0.889369222542263,1.488097589846799,-2.1290787461442022,1.2115541226770383,2.628458401433464
0.004620075225830078,0.8286075756321042,0.6810137174112298,-0.8893669666775518,1.4880229736600825,-2.129105284891412,1.2115517949467378,2.628462610281326
0.005899190902709961,0.8286075756321042,0.6810137174112298,-0.8893669666775518,1.4880229736600825,-2.129105284891412,1.2115517949467378,2.628462610281326
0.007501125335693359,0.8285429998629038,0.6809708733959343,-0.889461149643684,1.4880210713421111,-2.1291088706154144,1.2113703654052923,2.62841357545883
0.009105205535888672,0.8285896614462124,0.6809839017837097,-0.8894453084882482,1.4879503436090322,-2.1291222871715414,1.2113823445264122,2.6284219421275474
0.0103302001953125,0.8285896614914383,0.6809839017896122,-0.8894453084859946,1.4879503435344907,-2.1291222871980535,1.2113823445240868,2.628421942131752
0.01211404800415039,0.8285894690856266,0.6809749041422639,-0.8894607097837104,1.4879582139119851,-2.129117676564409,1.211381910946105,2.628419448945827
0.013842105865478516,0.8285762926987733,0.6808515910870924,-0.8896527211343291,1.4881418791249732,-2.129052759059321,1.2114048782764866,2.6284128574464827
0.015595197677612305,0.8287347733749308,0.6809056208961007,-0.8895215033856482,1.4882140557487757,-2.1291235498550405,1.2113332333050684,2.6286283866911875
0.017348051071166992,0.8286927178458685,0.6809076112017021,-0.8895548593446442,1.4883033113530442,-2.129092699138482,1.2113229680150241,2.6286138805725807
0.01911306381225586,0.8287343255607194,0.6809134019879383,-0.8896074662557734,1.4884091936157957,-2.129074285122382,1.2113263136593753,2.628734814880272
0.02232217788696289,0.8287485095954947,0.680984429936741,-0.8895970789519069,1.488412308272531,-2.1290952648465784,1.2113114318170155,2.628801398622054
0.027192115783691406,0.8287501370359028,0.6809914989021604,-0.8896485885251052,1.4884252381066814,-2.129069790013406,1.2113203330709883,2.6288448000567426
0.027273178100585938,0.8287403978553511,0.6810688239544079,-0.8895495304856379,1.4884183205689263,-2.12906655801325,1.211304689202995,2.6288503822909295
0.028828144073486328,0.8288089420928993,0.6811043240404443,-0.8895306989835088,1.4883804159807943,-2.129049570299949,1.2113620478486373,2.628857047960706
0.031809091567993164,0.8288058143335719,0.6810996009604114,-0.8895393127309965,1.4883938984752618,-2.1290423839880326,1.2113639889946222,2.6288563641646334
0.0319671630859375,0.8288727610765736,0.6812419125016733,-0.8894470699102132,1.4884067086541317,-2.1288787075819013,1.2114898390287616,2.628863809569786
0.03347611427307129,0.827105456087514,0.6809714788432271,-0.8876555878118929,1.4872800932201258,-2.1286426713779187,1.2095820062428517,2.629813087285952
0.03510904312133789,0.8247698622793186,0.6792128116047318,-0.8898527993371028,1.4860502528468735,-2.1297242530840608,1.2069248914186348,2.63158782015819
0.03672313690185547,0.8254427414045746,0.6796949614197111,-0.8905035147575976,1.4857859434546747,-2.1299799613974453,1.2073226198514804,2.6310592826924943
0.038268089294433594,0.8252758093389494,0.680081663978511,-0.8901632848341897,1.4858608745187392,-2.1301851482799736,1.2070243496878037,2.6310309084543957
0.03979802131652832,0.8252836485240973,0.6811099965158615,-0.8906034057671652,1.485632599070659,-2.131251593666343,1.2068499105920274,2.6315849792561306
0.041648149490356445,0.8251594728167957,0.6806760505487562,-0.8909022454085191,1.4856224425693767,-2.1311497264462864,1.2069997393621426,2.631885452759202
0.04339003562927246,0.8249841531249007,0.6809739801351099,-0.890524779855561,1.4855613741269356,-2.131290633320224,1.2069044810242509,2.631881402886367
0.04499006271362305,0.8246458441668753,0.6814722498030288,-0.890582202768845,1.4852852423807412,-2.1316730699746786,1.2075587676167663,2.6319450470323886
0.04668903350830078,0.8245641155367397,0.6813067849566421,-0.8906810686300417,1.485284388690374,-2.1315578294000317,1.2076474283790386,2.6320463183234097
0.049880027770996094,0.8241824307780922,0.681453705227933,-0.8908326167142351,1.485362168639575,-2.131747110512385,1.2080125665015078,2.632308446603376
0.04998302459716797,0.8242270853996272,0.681508298646971,-0.8908068354929496,1.4853442478976158,-2.1318199555637847,1.2080484689138,2.6324146642621127
0.05183815956115723,0.8241871282150007,0.6815111318574285,-0.8908165207460617,1.4853908623962735,-2.1318001193949923,1.2080578386566379,2.6324791738411317
0.05353212356567383,0.82410168286385,0.680618145160039,-0.8914419685376112,1.4858438341712414,-2.1312015818719767,1.2085116836264054,2.632489939485151
0.0552060604095459,0.8239578932250584,0.6807272691354183,-0.8913954575984568,1.486056657387203,-2.131202874110317,1.2084422612966954,2.6324493258556703
0.05833721160888672,0.8239416286959655,0.6808300893355773,-0.8915427064285151,1.4866808181264635,-2.131444091580642,1.2086531819087334,2.6328943410993175
