time,j0,j1,j2,j3,j4,j5,j6
0.0073549747467041016,0.8275202674772933,0.6798735289619524,-0.889476488665658,1.4878119957743419,-2.1291637741109892,1.2119338142962333,2.630236440363317
0.0074388980865478516,0.8267804049925546,0.6788769138058225,-0.8888127631730228,1.4872930839640097,-2.128162252571156,1.2127002153393647,2.6315458205958975
0.007689952850341797,0.8267765169246308,0.6788047058185674,-0.8889667185136522,1.4873634827088462,-2.1281383791269364,1.2127749326930564,2.631551899013402
0.00924992561340332,0.826599984075953,0.6788357260882385,-0.8890986659577074,1.4875575809459205,-2.128256186447123,1.2129064295634837,2.6318308757683995
0.010766983032226562,0.8266159337715142,0.6788942300031074,-0.8890386491813632,1.4875206834238572,-2.128306865314956,1.212904073690612,2.6318729285034212
0.01273488998413086,0.826541832557427,0.6790427865502467,-0.8891470055923895,1.487669231258234,-2.128379389909384,1.2130860989007108,2.6321738780182744
0.014255046844482422,0.8260047591764444,0.6777821743696812,-0.8891731205537381,1.487307386830806,-2.12765709375244,1.2131063699426115,2.632770015322285
0.01581287384033203,0.8252307584883158,0.6774449348453732,-0.8897821435816027,1.487686953172074,-2.128784534643265,1.212726057765281,2.6342023805135812
0.017345905303955078,0.8252683716665179,0.6779827654448473,-0.8896185964500563,1.4879290254800384,-2.1291249196251734,1.2132952059146103,2.6345965280029207
0.020313024520874023,0.8252684374486999,0.6779399406745501,-0.8897474776675339,1.4879969804222388,-2.129118228624112,1.213354548245904,2.6345934160666347
0.020411014556884766,0.8251005295935112,0.677984174378963,-0.8898800726720527,1.4881951915777598,-2.1292613765351436,1.2134887398381287,2.6349258546649863
0.024025917053222656,0.8251214319816014,0.6780418968917735,-0.8898316652350512,1.4881644735400463,-2.1293054292453415,1.2134868524287397,2.6349529476625064
0.024084091186523438,0.830298225814912,0.6837866112105152,-0.8975827677539657,1.4881453317413318,-2.1323542794753902,1.2046529559735857,2.6324536609386957
0.02564096450805664,0.8260171325217716,0.6810656707028301,-0.8999638146348067,1.4832211896884226,-2.1337605171675067,1.2031565941643734,2.6359202218824156
0.02738189697265625,0.8239516050927828,0.6856519367407602,-0.9061341506059498,1.4877156524886643,-2.1361863370831378,1.2050323955348565,2.6396436119668296
0.029208898544311523,0.8205093614342839,0.6878246505918126,-0.9047173612924425,1.4819552179840054,-2.138909853910579,1.2048718882348504,2.6463547898667357
0.030987024307250977,0.8196413261013147,0.6878671061718752,-0.9097083836013596,1.4855950408114742,-2.14086479186363,1.2073296487961511,2.6457656782138654
0.03423595428466797,0.8191394071303991,0.6884824989428299,-0.908192136859971,1.4845177754189638,-2.141188942374477,1.2064413099807854,2.6465654548073303
0.03432488441467285,0.8185874077857068,0.6893635844585585,-0.9115780271637732,1.486986768074203,-2.14251666051613,1.2068280850050466,2.6476270860295834
