time,j0,j1,j2,j3,j4,j5,j6
0.00189208984375,0.34369202817089867,0.6720171403719163,-2.2907472466604784,1.14007141298886,0.4171576060327862,-0.4655235680807877,0.7170931508348279
0.005339145660400391,0.34369103497496567,0.6720185581577577,-2.2907513944994427,1.1400724485286036,0.41715530625956926,-0.4655229334090136,0.717095662614553
0.008980035781860352,0.3436913774555028,0.672018787631153,-2.29075113380608,1.1400718113357615,0.4171561224467988,-0.46552315615092493,0.7170970559256626
0.009063005447387695,0.3436864723052911,0.6720248517348493,-2.2907708433040135,1.1400748118951314,0.4171518392307337,-0.46551982365129063,0.7171248536426356
0.010689020156860352,0.34362074352377,0.6720443967470339,-2.2907411098926405,1.1400816795945392,0.41714323735862385,-0.4655133059158828,0.7171239108073285
0.012279987335205078,0.34346801149705275,0.6720060436840372,-2.2908171468809377,1.1400145198202165,0.4171980997480254,-0.4656636551300765,0.7170903671678803
0.013824939727783203,0.3435247136261685,0.6720306206846068,-2.290827577952772,1.1400570609646654,0.417245134658756,-0.4656001000485887,0.7170902964599247
0.015461921691894531,0.3435237413639742,0.6720486015169816,-2.290826008176131,1.1400490473000975,0.41724261179748284,-0.4656041306765198,0.7170869015222028
0.018906116485595703,0.34351268306862354,0.6720713778545488,-2.2908532368648467,1.1400683038580872,0.4172666558705879,-0.46560914172266804,0.717066878791847
0.019006967544555664,0.34350943270842077,0.672067547225822,-2.290848611872294,1.1400702554198003,0.41727592689649984,-0.46560852565261146,0.7170741397094
0.02221512794494629,0.3434022074364939,0.6718432494602934,-2.2909672051690646,1.139988540402316,0.41725572117697596,-0.465765039978582,0.7170540403737266
0.022285938262939453,0.3433365421672429,0.6718762275394742,-2.290923546457119,1.139988522671245,0.417245817257986,-0.46574950577491353,0.7170595818598949
0.026806116104125977,0.34331448518395363,0.6718659026350129,-2.290916982078936,1.1399379990800174,0.4172543262897474,-0.4657389150105234,0.7170752043010156
0.027024030685424805,0.3433245659149283,0.6718618717133422,-2.2909293500079775,1.1399353773645051,0.41724941874308774,-0.4657395299891536,0.717068229530524
0.028789997100830078,0.3433188383452652,0.6718608866095471,-2.2909303371933607,1.1399359121525152,0.4172446781748931,-0.46573468813379226,0.7170649580694393
0.028907060623168945,0.3433130632674987,0.6718471839753813,-2.2909455585127487,1.139900211236967,0.417226380585435,-0.4657025996924114,0.7170587743851972
0.030506134033203125,0.34402106445471936,0.6706442553801744,-2.290891575596844,1.1411107419940816,0.41560807368556263,-0.46641067700571426,0.7169635437793479
0.03209805488586426,0.3439371003518239,0.6705298685107202,-2.2903588621297164,1.141180247326255,0.4157861074012799,-0.4664881231177114,0.7174720344791767
0.035192012786865234,0.34521283972877653,0.6701288590219204,-2.28891738792001,1.142433392829157,0.4139352796395169,-0.46792038848518325,0.7186132506026953
0.036826133728027344,0.3451666646417989,0.670312777619078,-2.288864757390254,1.1423674245159967,0.4138186159583565,-0.46793421669813634,0.7185647568268637
0.03689694404602051,0.34518048330648166,0.6702686619155069,-2.288874274410273,1.1424075081068326,0.41371958677325665,-0.46790124880785255,0.71853828543027
0.038645029067993164,0.3453546146846603,0.6701768653936444,-2.2885370100580076,1.142297980324959,0.41327692615806166,-0.467795786719113,0.7187746440427353
0.04186296463012695,0.3446509146283612,0.6694081869937508,-2.287774401373507,1.1425283387397083,0.413807881849783,-0.46773058851549315,0.7196021647157956
0.041944026947021484,0.3450684529405972,0.6695734961654636,-2.287843330008082,1.1420288104644114,0.4142250829960024,-0.46813907385849607,0.7199088465186807
